ID,Evacuate,KnowEstab,SLRPers,SSDPers,ARelocate,Aprotect,ANoRecover,PCUnexp,PCAbleMov,PCNoRecov,Age_Cat,Hincome,Education,NotHS,HS,SomeCollege,AssocVoc,Bach,SomeGrad,Grad,Ethnicity,White,Hispanic,Afam,Other,HomeLang,EngOnly,EngPrim,EngSec,EngNot,FldRisk,Gender,Female
58,2,-2,1,2,0,-1,-2,0,2,2,2,4,5,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,2,2,0
181,2,-1,0,1,1,-1,-1,-1,1,1,2,3,3,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2,1,1
244,2,0,0,1,0,1,-1,-1,1,0,2,4,3,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2,1,1
340,3,-2,0,1,-1,0,-1,-1,1,0,3,3,5,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,2,1,1
124,3,-1,0,2,1,1,-2,1,1,-1,1,1,3,0,0,1,0,0,0,0,3,0,0,1,0,2,0,1,0,0,2,1,1
84,1,1,-2,1,-2,-2,-2,0,1,1,3,5,5,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
54,2,1,1,2,-1,2,-1,-1,2,2,2,4,5,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,3,1,1
73,3,2,0,1,-1,1,-1,0,1,1,3,3,5,0,0,0,0,1,0,0,3,0,0,1,0,1,1,0,0,0,3,1,1
188,2,1,2,-1,0,1,0,1,0,0,4,3,3,0,0,1,0,0,0,0,3,0,0,1,0,1,1,0,0,0,3,1,1
180,3,-1,0,2,1,1,-1,1,0,0,3,3,7,0,0,0,0,0,0,1,3,0,0,1,0,1,1,0,0,0,1,1,1
11,2,0,1,2,0,2,1,0,1,1,2,1,4,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
208,1,0,-2,0,-1,0,0,-1,1,1,3,6,7,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,2,1,1
256,2,1,0,1,-2,1,-1,-1,1,1,2,7,7,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,3,1,1
33,1,-1,-2,-1,-2,2,-1,1,2,0,3,7,3,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,2,0
231,3,1,0,2,0,0,0,-1,-1,2,1,3,5,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,2,1,1
243,2,2,2,2,-1,0,0,-1,-1,2,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2,1,1
225,3,1,2,1,-2,1,-1,0,1,1,2,6,7,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,2,2,0
247,1,0,0,0,-2,1,-2,0,0,0,2,2,5,0,0,0,0,1,0,0,3,0,0,1,0,1,1,0,0,0,3,1,1
20,3,0,1,1,0,1,0,1,1,1,2,4,6,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,3,2,0
240,2,0,0,1,0,0,1,1,-1,-1,2,1,3,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
193,3,1,-1,0,1,1,0,0,2,1,1,2,6,0,0,0,0,0,1,0,1,1,0,0,0,3,0,0,1,0,3,1,1
151,2,-1,0,2,2,0,0,2,2,1,1,3,5,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,2,0
9,1,2,0,1,0,2,-2,-2,2,1,4,2,2,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2,2,0
237,2,0,1,2,1,-1,-1,-1,1,0,2,4,5,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,2,2,0
185,1,2,0,2,-1,0,2,2,-2,-1,2,2,3,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,3,1,1
306,2,1,2,1,-2,1,-1,1,1,1,3,4,7,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,2,1,1
150,1,1,-2,-1,-1,1,-1,-2,1,0,2,1,2,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
342,1,1,2,1,-1,1,0,1,0,1,2,2,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,2,0
288,1,1,-2,1,1,1,1,1,1,1,3,2,3,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
142,2,1,0,1,1,1,-1,1,2,-1,1,4,5,0,0,0,0,1,0,0,2,0,1,0,0,3,0,0,1,0,1,1,1
80,1,0,0,2,1,-1,1,1,0,-1,2,1,3,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2,2,0
96,2,1,2,0,0,0,0,0,0,0,2,6,4,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
86,1,-2,0,2,2,1,0,-1,1,-1,1,5,5,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
38,2,0,0,1,-1,1,-1,1,0,-1,1,1,3,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
139,2,2,2,0,-2,2,-2,-1,1,1,2,4,7,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,2,1,1
192,1,-2,2,-1,-2,2,0,-1,1,1,2,5,5,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,2,1,1
21,1,1,0,2,1,1,1,1,-1,-2,2,4,3,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
170,4,-1,-2,1,-2,-1,-1,0,1,1,2,2,2,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
226,4,-1,-2,1,-1,1,-1,-1,1,1,2,2,5,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
201,2,1,1,2,-1,1,0,0,0,0,3,6,5,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,2,1,1
284,1,1,2,1,-2,2,-2,-2,2,1,3,5,4,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
15,3,0,0,1,0,1,1,1,0,0,3,2,5,0,0,0,0,1,0,0,3,0,0,1,0,1,1,0,0,0,2,1,1
165,2,2,2,1,-2,1,-1,-1,1,1,3,4,7,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1
39,1,1,0,1,-1,1,1,1,0,-1,2,4,3,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
215,2,1,2,1,-2,2,-2,-2,2,2,4,3,3,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2,1,1
26,3,2,0,2,-1,-2,-1,2,0,1,2,5,5,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,2,1,1
245,2,-1,-2,2,-1,1,-1,-1,-1,-1,4,1,3,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
85,3,0,2,-1,1,1,-1,-1,1,1,2,3,7,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1
202,1,0,-1,2,0,0,0,0,0,0,1,2,3,0,0,1,0,0,0,0,6,0,0,0,1,1,1,0,0,0,1,1,1
174,3,-2,-2,1,-1,1,0,-1,-1,-1,3,1,3,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2,1,1
120,2,-2,1,2,2,1,-1,1,-1,0,2,5,3,0,0,1,0,0,0,0,3,0,0,1,0,1,1,0,0,0,1,2,0
214,2,0,2,1,-1,1,-1,-1,1,1,2,6,2,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,2,0
34,2,-2,0,1,2,1,-1,1,0,0,2,5,3,0,0,1,0,0,0,0,3,0,0,1,0,1,1,0,0,0,1,2,0
198,3,2,0,1,-2,1,0,-2,2,-1,1,4,6,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,2,1,1
50,1,-1,0,1,1,1,-1,-1,1,1,2,2,4,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,2,0
95,1,2,1,2,-2,1,1,1,-1,-2,2,2,4,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
93,1,1,1,2,-1,1,-1,-1,1,1,3,6,5,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
117,1,2,-1,2,-2,1,0,0,-1,0,2,2,3,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
312,3,-2,0,1,2,0,1,0,2,-2,2,1,5,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
347,3,1,-1,1,-1,0,-1,1,1,0,2,5,5,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,2,0
159,3,1,1,2,-2,0,-1,2,1,0,4,1,7,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1
97,2,0,0,1,0,0,1,0,1,0,1,3,2,0,1,0,0,0,0,0,3,0,0,1,0,1,1,0,0,0,2,2,0
29,2,2,0,1,-1,1,0,-2,0,0,3,3,5,0,0,0,0,1,0,0,3,0,0,1,0,1,1,0,0,0,1,1,1
60,3,1,0,1,-1,2,-1,1,1,0,2,6,5,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,2,0
74,2,-1,0,2,0,-2,2,-1,2,1,1,1,3,0,0,1,0,0,0,0,3,0,0,1,0,1,1,0,0,0,1,1,1
260,2,-1,-1,0,0,0,1,0,0,0,2,4,2,0,1,0,0,0,0,0,3,0,0,1,0,1,1,0,0,0,1,1,1
173,2,1,-2,-1,-2,2,-2,-2,-1,-1,1,1,4,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
290,2,0,-2,1,1,1,1,1,1,0,2,2,3,0,0,1,0,0,0,0,3,0,0,1,0,1,1,0,0,0,1,1,1
102,3,1,0,1,1,1,0,0,1,0,4,3,5,0,0,0,0,1,0,0,3,0,0,1,0,1,1,0,0,0,1,1,1
111,2,-2,2,0,0,1,1,-2,-1,0,3,2,2,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
87,4,-2,-2,-2,2,2,2,0,0,0,2,4,3,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,2,0
23,2,1,-1,1,1,2,1,1,1,2,1,6,5,0,0,0,0,1,0,0,3,0,0,1,0,1,1,0,0,0,1,2,0
322,1,2,-2,-1,-2,1,-2,-1,1,1,3,5,2,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,3,2,0
116,1,2,-1,1,-1,2,2,1,-2,-2,2,2,2,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2,1,1
297,1,2,0,1,-1,2,1,1,1,-1,2,1,2,0,1,0,0,0,0,0,3,0,0,1,0,1,1,0,0,0,2,2,0
349,1,1,-2,-2,0,0,0,1,1,1,1,4,3,0,0,1,0,0,0,0,5,0,0,0,1,2,0,1,0,0,1,1,1
313,2,1,0,1,1,0,1,1,2,1,1,7,2,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
219,2,-2,0,1,0,0,0,0,0,0,1,7,3,0,0,1,0,0,0,0,2,0,1,0,0,4,0,0,0,1,1,1,1
318,1,1,2,-1,-1,1,-1,1,1,-1,3,2,5,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
82,3,-2,2,-1,1,1,1,-1,1,0,1,1,3,0,0,1,0,0,0,0,8,0,0,0,1,1,1,0,0,0,1,1,1
25,4,0,-1,1,-1,-1,-1,1,1,1,1,1,2,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
267,3,1,-1,1,0,1,-1,-1,0,1,3,7,7,0,0,0,0,0,0,1,1,1,0,0,0,2,0,1,0,0,1,1,1
18,1,2,-1,2,-2,2,-2,-2,-1,2,2,4,4,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
280,2,-2,-1,1,0,1,-2,1,2,-2,3,4,5,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,2,1,1
230,2,-1,0,1,0,1,0,0,0,0,2,3,2,0,1,0,0,0,0,0,3,0,0,1,0,1,1,0,0,0,1,2,0
118,1,1,0,1,1,1,1,0,1,1,2,5,5,0,0,0,0,1,0,0,3,0,0,1,0,1,1,0,0,0,1,1,1
48,2,-2,-1,1,2,1,0,0,0,1,2,1,4,0,0,0,1,0,0,0,3,0,0,1,0,1,1,0,0,0,1,1,1
59,3,1,0,0,0,1,-1,1,1,0,3,3,4,0,0,0,1,0,0,0,1,1,0,0,0,2,0,1,0,0,3,1,1
133,3,-2,-2,-2,-1,-1,0,0,0,0,2,2,2,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2,2,0
141,2,1,0,1,1,1,-1,2,1,1,3,1,3,0,0,1,0,0,0,0,3,0,0,1,0,1,1,0,0,0,1,1,1
65,2,2,1,2,-1,1,1,1,-2,-1,2,1,2,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
32,3,1,-1,0,-2,0,-1,1,0,0,2,2,4,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
76,1,0,-2,-2,1,-1,-1,2,2,2,1,3,2,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
249,3,0,0,2,1,0,1,0,1,-1,2,2,3,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,2,0
259,1,-2,1,2,2,1,-2,1,1,-2,1,2,2,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
327,1,1,-2,1,1,1,-1,-1,1,0,2,7,5,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,2,0
227,2,2,0,1,-1,1,1,0,1,-1,2,6,5,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,3,1,1
261,1,0,1,2,-1,1,1,1,0,0,3,3,3,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
229,4,0,2,1,0,0,2,0,1,0,3,4,3,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,2,0
138,2,-1,1,2,0,1,-1,1,0,-1,4,4,7,0,0,0,0,0,0,1,3,0,0,1,0,1,1,0,0,0,1,1,1
44,3,1,2,2,2,0,2,1,-1,-2,1,1,1,1,0,0,0,0,0,0,3,0,0,1,0,2,0,1,0,0,1,1,1
359,2,-2,-2,2,2,-2,0,-1,-1,-2,2,1,3,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2,1,1
140,2,1,0,1,0,0,1,1,1,0,3,3,4,0,0,0,1,0,0,0,3,0,0,1,0,1,1,0,0,0,1,1,1
107,1,0,0,1,-1,1,-1,-1,1,1,3,5,7,0,0,0,0,0,0,1,3,0,0,1,0,1,1,0,0,0,1,2,0
212,1,0,1,0,2,-1,-2,-2,2,2,1,1,3,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
210,2,2,2,0,-2,1,-1,0,1,0,1,2,3,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
183,1,-1,0,1,-2,1,-1,-1,1,1,1,3,5,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
300,2,-1,-1,1,-1,-2,-2,0,1,0,3,5,5,0,0,0,0,1,0,0,3,0,0,1,0,1,1,0,0,0,1,1,1
125,1,0,0,2,0,1,-1,1,1,0,3,2,5,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,3,2,0
191,1,2,-1,0,-1,-2,-1,2,1,0,2,1,4,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
40,2,-1,1,2,2,-2,1,1,1,-1,3,4,4,0,0,0,1,0,0,0,3,0,0,1,0,1,1,0,0,0,1,1,1
307,2,-1,-2,1,0,1,-1,0,1,1,2,3,5,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
266,4,1,1,2,0,1,0,2,1,0,2,2,2,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,2,0
277,2,-1,0,2,-1,1,0,-2,1,0,1,2,4,0,0,0,1,0,0,0,2,0,1,0,0,2,0,1,0,0,1,1,1
308,2,1,0,1,-1,1,-1,0,1,0,2,2,3,0,0,1,0,0,0,0,1,1,0,0,0,2,0,1,0,0,1,1,1
334,2,0,0,1,-1,0,0,1,0,0,1,2,2,0,1,0,0,0,0,0,3,0,0,1,0,1,1,0,0,0,1,2,0
336,1,0,2,-2,-1,1,-1,1,1,0,2,1,4,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
71,1,-2,-1,-2,1,-1,1,1,-2,-2,1,2,2,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,2,0
321,3,0,0,1,0,2,-1,-1,1,1,2,2,4,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,2,0
278,1,-2,-1,0,-2,2,0,0,2,2,3,6,5,0,0,0,0,1,0,0,3,0,0,1,0,1,1,0,0,0,1,2,0
217,2,-1,1,2,0,0,-1,-1,1,0,2,1,4,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
265,1,-2,-1,0,-2,-2,-2,-2,-2,-2,4,1,3,0,0,1,0,0,0,0,8,0,0,0,1,2,0,1,0,0,1,3,0
91,1,0,-1,0,0,0,0,1,0,0,4,2,2,0,1,0,0,0,0,0,3,0,0,1,0,1,1,0,0,0,1,1,1
200,2,1,0,1,0,1,0,2,0,0,1,1,3,0,0,1,0,0,0,0,3,0,0,1,0,1,1,0,0,0,1,1,1
8,2,0,-1,0,0,0,0,0,0,0,2,4,4,0,0,0,1,0,0,0,3,0,0,1,0,1,1,0,0,0,1,2,0
108,1,0,0,1,0,1,1,1,1,-1,2,2,4,0,0,0,1,0,0,0,2,0,1,0,0,1,1,0,0,0,1,2,0
152,3,1,-2,-2,-2,1,-2,-2,1,2,2,3,3,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,2,0
145,3,-1,0,2,1,-1,0,0,2,1,2,2,4,0,0,0,1,0,0,0,3,0,0,1,0,2,0,1,0,0,1,2,0
83,3,1,1,2,-1,1,-1,0,1,1,2,4,5,0,0,0,0,1,0,0,3,0,0,1,0,1,1,0,0,0,1,1,1
184,1,1,-2,-2,-2,0,0,0,0,0,2,5,3,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
211,1,-1,2,0,-1,1,0,-1,1,1,4,3,5,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
335,1,1,-1,0,0,0,1,0,0,0,2,1,3,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
127,2,1,-2,-2,0,0,0,0,0,0,2,5,3,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
122,2,1,0,1,2,1,-1,2,1,0,1,4,2,0,1,0,0,0,0,0,3,0,0,1,0,1,1,0,0,0,1,1,1
158,2,-2,2,0,1,1,1,-1,0,0,2,4,4,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
70,1,-1,-1,0,1,1,1,-1,-1,-1,2,4,5,0,0,0,0,1,0,0,1,1,0,0,0,2,0,1,0,0,1,1,1
12,3,-2,-1,0,-1,1,0,-2,1,0,3,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
329,3,-1,-2,0,0,1,-1,-1,1,1,2,6,3,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,2,0
28,1,1,0,1,-2,2,1,-1,-2,-1,2,3,4,0,0,0,1,0,0,0,3,0,0,1,0,1,1,0,0,0,1,2,0
344,2,1,-1,1,0,0,-1,1,1,-1,2,5,3,0,0,1,0,0,0,0,3,0,0,1,0,1,1,0,0,0,1,1,1
119,2,2,2,-1,-1,-1,-1,-1,1,1,2,3,4,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
51,2,1,0,1,1,1,1,1,1,1,2,1,2,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,2,0
301,2,0,0,2,1,1,-2,1,1,0,1,2,4,0,0,0,1,0,0,0,8,0,0,0,1,2,0,1,0,0,1,1,1
220,3,0,1,2,2,1,2,0,0,0,3,4,2,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
137,1,-2,0,0,-1,1,-1,-1,0,0,2,1,6,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,2,0
348,4,2,0,1,-1,1,-1,1,1,1,4,4,5,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,2,2,0
157,2,0,0,2,1,-1,1,1,2,0,2,2,3,0,0,1,0,0,0,0,2,0,1,0,0,2,0,1,0,0,1,2,0
203,3,-1,0,2,-1,1,1,1,1,-1,3,4,7,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1
274,1,1,-1,0,0,0,-1,-1,1,1,3,5,4,0,0,0,1,0,0,0,1,1,0,0,0,2,0,1,0,0,3,1,1
273,1,0,-1,1,-1,0,-1,-1,1,0,3,4,4,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
285,2,-1,-1,1,1,1,-1,1,-2,-2,2,4,4,0,0,0,1,0,0,0,1,1,0,0,0,2,0,1,0,0,1,1,1
47,1,-2,-2,1,-1,1,-2,-1,1,1,2,7,5,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,3,1,1
262,1,0,-2,-2,-2,2,-2,-1,1,1,4,3,3,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
14,2,-1,2,-1,-2,2,-1,-1,1,2,3,3,3,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2,2,0
46,1,-2,0,1,-1,1,1,-1,0,-1,1,3,2,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
352,1,-1,-2,1,-1,-1,2,1,1,-1,3,3,7,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1
92,2,1,0,2,1,2,-2,-2,2,2,2,4,7,0,0,0,0,0,0,1,1,1,0,0,0,2,0,1,0,0,1,1,1
289,1,1,0,2,0,0,2,1,-1,-2,2,4,3,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
232,2,0,-2,1,-2,2,-1,-1,1,1,3,5,4,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,2,1,1
148,2,0,-1,0,0,-2,0,0,0,0,3,1,1,1,0,0,0,0,0,0,3,0,0,1,0,1,1,0,0,0,1,1,1
45,1,-2,2,1,-1,2,0,1,0,1,3,6,5,0,0,0,0,1,0,0,3,0,0,1,0,1,1,0,0,0,1,1,1
129,2,-2,1,1,2,-1,0,-1,0,0,2,6,4,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
41,1,1,-1,1,-1,1,-1,0,1,1,2,2,4,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,3,2,0
196,2,1,-2,-2,2,1,1,0,-1,-2,2,4,6,0,0,0,0,0,1,0,3,0,0,1,0,1,1,0,0,0,1,1,1
319,2,-2,-1,0,1,0,-1,0,1,-1,3,5,3,0,0,1,0,0,0,0,3,0,0,1,0,1,1,0,0,0,1,1,1
36,1,0,2,-1,0,1,1,-1,1,1,4,6,7,0,0,0,0,0,0,1,3,0,0,1,0,1,1,0,0,0,1,2,0
103,2,-1,-1,1,1,0,-1,-1,1,1,2,5,5,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
228,1,-2,-2,1,-1,1,1,-2,-1,-2,2,4,5,0,0,0,0,1,0,0,1,1,0,0,0,2,0,1,0,0,1,2,0
77,4,-1,1,2,-2,2,-1,1,-1,1,2,2,2,0,1,0,0,0,0,0,3,0,0,1,0,1,1,0,0,0,1,2,0
132,1,0,2,1,-2,1,-1,1,2,2,2,4,4,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,2,0
27,3,0,0,2,0,0,0,1,1,1,3,2,3,0,0,1,0,0,0,0,7,0,0,0,1,1,1,0,0,0,1,1,1
248,2,0,1,2,0,1,0,1,1,0,2,5,4,0,0,0,1,0,0,0,3,0,0,1,0,1,1,0,0,0,3,1,1
78,2,0,0,1,1,0,0,1,1,0,3,1,3,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
69,1,2,-2,1,-2,1,0,0,0,0,3,1,3,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
206,1,1,-1,1,-2,1,-2,-1,2,1,2,4,5,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
343,2,0,-1,0,1,0,1,1,1,1,2,2,2,0,1,0,0,0,0,0,3,0,0,1,0,1,1,0,0,0,1,1,1
67,2,0,-1,1,0,-2,2,-1,-2,-2,1,2,3,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
